Phase,Week,Week_num,WeekStartDate,WeekEndDate,Stratum,NumOfSites,NumOfTows,RawCatch,TotalRawSampleVolume,AdjCatch,TotalEffSampleVolume,StratumVolume,nHat,nVar,nSE,lowCI,uppCI,SpatialCoverage
19_3,Week.6,6,2019-08-05,2019-08-08,Sac DW Ship Channel,6,23,1,92649.29933,1,66913.38285,30411491,454.6947244,206694.216,454.6363558,63,1644,
19_3,Week.6,6,2019-08-05,2019-08-08,Lower San Joaquin,3,12,0,46803.1718,0,33802.29075,122096565,0,NA,NA,NA,NA,
19_3,Week.6,6,2019-08-05,2019-08-08,Total,37,145,2,580845.3336,2,419499.4076,NA,1554.173384,2189768.501,1479.78664,233,5434,Full
19_3,Week.7,7,2019-08-12,2019-08-16,Western Delta,4,16,0,65474.29679,0,47286.99213,190166275,0,NA,NA,NA,NA,
19_3,Week.7,7,2019-08-12,2019-08-16,Suisun Bay,6,22,1,96039.05579,1,69361.54029,285840678,4121.488231,17009122.87,4124.211787,569,14908,
19_3,Week.7,7,2019-08-12,2019-08-16,Suisun Marsh,6,24,1,98110.51746,1,70857.59594,76278718,1077.65349,1160566.877,1077.296095,149,3895,
19_3,Week.7,7,2019-08-12,2019-08-16,Lower Sacramento,6,24,0,97042.26734,0,70086.08197,88162170,0,NA,NA,NA,NA,
19_3,Week.7,7,2019-08-12,2019-08-16,Cache Slough LI,6,24,0,90779.13148,0,65562.70607,33420492,0,NA,NA,NA,NA,
19_3,Week.7,7,2019-08-12,2019-08-16,Sac DW Ship Channel,6,22,4,94218.64975,4,68046.80259,30411491,3738.949073,28215201.19,5311.798301,274,16886,
19_3,Week.7,7,2019-08-12,2019-08-16,Lower San Joaquin,3,12,0,43776.68778,0,31616.49673,122096565,0,NA,NA,NA,NA,
19_3,Week.7,7,2019-08-12,2019-08-16,Total,37,144,6,585440.6064,6,422818.2157,NA,8938.090794,46384890.93,6810.645412,1888,26778,Full
19_3,Week.8,8,2019-08-19,2019-08-22,Western Delta,5,20,0,91025.35695,0,65740.53558,190166275,0,NA,NA,NA,NA,
19_3,Week.8,8,2019-08-19,2019-08-22,Suisun Bay,6,24,1,110036.5023,1,79470.80718,285840678,3597.641425,12948628.75,3598.420314,497,13009,
19_3,Week.8,8,2019-08-19,2019-08-22,Suisun Marsh,6,24,0,99682.90076,0,71993.2061,76278718,0,NA,NA,NA,NA,
19_3,Week.8,8,2019-08-19,2019-08-22,Lower Sacramento,6,24,0,102677.371,0,74155.87904,88162170,0,NA,NA,NA,NA,
19_3,Week.8,8,2019-08-19,2019-08-22,Cache Slough LI,6,22,0,84369.85541,0,60933.78446,33420492,0,NA,NA,NA,NA,
19_3,Week.8,8,2019-08-19,2019-08-22,Sac DW Ship Channel,6,22,1,84549.80669,1,61063.74928,30411491,498.722755,258188.5011,508.1225257,67,1826,
19_3,Week.8,8,2019-08-19,2019-08-22,Lower San Joaquin,3,12,0,44052.34349,0,31815.58141,122096565,0,NA,NA,NA,NA,
19_3,Week.8,8,2019-08-19,2019-08-22,Total,38,148,2,616394.1365,2,445173.5431,NA,4096.36418,13206817.25,3634.118498,688,13643,Full
19_3,Week.9,9,2019-08-26,2019-08-29,Western Delta,4,16,0,70112.59164,0,50636.87174,190166275,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Suisun Bay,7,28,0,114989.094,0,83047.67903,285840678,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Suisun Marsh,6,24,0,101398.5037,0,73232.25268,76278718,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Lower Sacramento,6,24,0,95288.36015,0,68819.37122,88162170,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Cache Slough LI,6,22,0,79990.59156,0,57770.98279,33420492,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Sac DW Ship Channel,7,28,0,110368.0979,0,79710.29291,30411491,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Lower San Joaquin,3,12,0,44428.30912,0,32087.11214,122096565,0,NA,NA,NA,NA,
19_3,Week.9,9,2019-08-26,2019-08-29,Total,39,154,0,616575.5481,0,445304.5625,NA,0,0,NA,NA,NA,Full
19_3,Week.10,10,2019-09-03,2019-09-06,Western Delta,3,12,0,57256.52157,0,41351.93224,190166275,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Suisun Bay,7,28,0,126494.2939,0,91356.99002,285840678,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Suisun Marsh,6,21,0,87392.29558,0,63116.65792,76278718,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Lower Sacramento,6,24,0,95759.35623,0,69159.53505,88162170,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Cache Slough LI,6,24,0,92801.28066,0,67023.14714,33420492,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Sac DW Ship Channel,6,24,0,93030.76909,0,67188.88879,30411491,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Lower San Joaquin,3,12,0,51558.0643,0,37236.37977,122096565,0,NA,NA,NA,NA,
19_3,Week.10,10,2019-09-03,2019-09-06,Total,37,145,0,604292.5813,0,436433.5309,NA,0,0,NA,NA,NA,Full
19_3,Week.11,11,2019-09-09,2019-09-13,Western Delta,4,16,0,70866.4325,0,51181.31236,190166275,0,NA,NA,NA,NA,
19_3,Week.11,11,2019-09-09,2019-09-13,Suisun Bay,7,28,1,116880.2674,1,84413.52648,285840678,3386.622872,11478319.19,3387.966823,468,12247,
19_3,Week.11,11,2019-09-09,2019-09-13,Suisun Marsh,6,24,0,105389.1087,0,76114.35631,76278718,0,NA,NA,NA,NA,
19_3,Week.11,11,2019-09-09,2019-09-13,Lower Sacramento,6,24,0,104253.1242,0,75293.923,88162170,0,NA,NA,NA,NA,
19_3,Week.11,11,2019-09-09,2019-09-13,Cache Slough LI,6,22,0,73974.80446,0,53426.24767,33420492,0,NA,NA,NA,NA,
19_3,Week.11,11,2019-09-09,2019-09-13,Sac DW Ship Channel,7,25,2,86583.52577,2,62532.54639,30411491,1622.521993,3079197.937,1754.764354,196,6182,
19_3,Week.11,11,2019-09-09,2019-09-13,Lower San Joaquin,3,12,0,46386.76768,0,33501.55444,122096565,0,NA,NA,NA,NA,
19_3,Week.11,11,2019-09-09,2019-09-13,Total,39,151,3,604334.0307,3,436463.4666,NA,5009.144866,14557517.13,3815.431448,1058,15003,Full
19_3,Week.12,12,2019-09-16,2019-09-19,Western Delta,4,16,0,79558.34903,0,57458.80763,190166275,0,NA,NA,NA,NA,
19_3,Week.12,12,2019-09-16,2019-09-19,Suisun Bay,7,26,2,114777.5783,2,82894.91764,285840678,14465.42775,285109555.2,16885.18745,1529,57929,
19_3,Week.12,12,2019-09-16,2019-09-19,Suisun Marsh,6,24,0,90287.01752,0,65207.29043,76278718,0,NA,NA,NA,NA,
19_3,Week.12,12,2019-09-16,2019-09-19,Lower Sacramento,6,24,0,105124.5736,0,75923.30317,88162170,0,NA,NA,NA,NA,
19_3,Week.12,12,2019-09-16,2019-09-19,Cache Slough LI,6,22,0,85228.83634,0,61554.15958,33420492,0,NA,NA,NA,NA,
19_3,Week.12,12,2019-09-16,2019-09-19,Sac DW Ship Channel,6,24,0,88920.87052,0,64220.62871,30411491,0,NA,NA,NA,NA,
19_3,Week.12,12,2019-09-16,2019-09-19,Lower San Joaquin,3,12,0,51570.19584,0,37245.14144,122096565,0,NA,NA,NA,NA,
19_3,Week.12,12,2019-09-16,2019-09-19,Total,38,148,2,615467.4211,2,444504.2486,NA,14465.42775,285109555.2,16885.18745,1529,57929,Full
19_3,Week.13,13,2019-09-23,2019-09-26,Western Delta,4,14,0,55746.81793,0,40261.59073,190166275,0,NA,NA,NA,NA,
19_3,Week.13,13,2019-09-23,2019-09-26,Suisun Bay,8,32,0,140213.0517,0,101264.9818,285840678,0,NA,NA,NA,NA,
19_3,Week.13,13,2019-09-23,2019-09-26,Suisun Marsh,5,20,0,85007.77259,0,61394.50243,76278718,0,NA,NA,NA,NA,
19_3,Week.13,13,2019-09-23,2019-09-26,Lower Sacramento,6,24,0,107202.4381,0,77423.98304,88162170,0,NA,NA,NA,NA,
19_3,Week.13,13,2019-09-23,2019-09-26,Cache Slough LI,6,24,0,92694.90496,0,66946.32025,33420492,0,NA,NA,NA,NA,
19_3,Week.13,13,2019-09-23,2019-09-26,Sac DW Ship Channel,6,24,1,93690.92745,1,67665.66982,30411491,449.5833122,202138.6999,449.5983762,62,1625,
19_3,Week.13,13,2019-09-23,2019-09-26,Lower San Joaquin,3,12,0,36333.64664,0,26240.96702,122096565,0,NA,NA,NA,NA,
19_3,Week.13,13,2019-09-23,2019-09-26,Total,38,150,1,610889.5594,1,441198.0151,NA,449.5833122,202138.6999,449.5983762,62,1625,Full
19_3,Week.14,14,2019-09-30,2019-10-04,Western Delta,4,16,0,73036.96847,0,52748.92168,190166275,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Suisun Bay,7,28,0,122830.2297,0,88710.72142,285840678,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Suisun Marsh,6,24,0,104618.4185,0,75557.7467,76278718,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Lower Sacramento,6,24,0,90364.18764,0,65263.0244,88162170,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Cache Slough LI,6,23,0,69452.0963,0,50159.84733,33420492,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Sac DW Ship Channel,6,24,0,90255.67769,0,65184.65611,30411491,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Lower San Joaquin,3,12,0,44608.82205,0,32217.48259,122096565,0,NA,NA,NA,NA,
19_3,Week.14,14,2019-09-30,2019-10-04,Total,38,151,0,595166.4003,0,429842.4002,NA,0,0,NA,NA,NA,Full
19_3,Week.15,15,2019-10-07,2019-10-10,Western Delta,4,16,0,77258.40988,0,55797.74047,190166275,0,NA,NA,NA,NA,
19_3,Week.15,15,2019-10-07,2019-10-10,Suisun Bay,7,28,0,112373.51,0,81158.64612,285840678,0,NA,NA,NA,NA,
19_3,Week.15,15,2019-10-07,2019-10-10,Suisun Marsh,6,24,0,102752.8562,0,74210.39611,76278718,0,NA,NA,NA,NA,
19_3,Week.15,15,2019-10-07,2019-10-10,Lower Sacramento,8,31,1,110871.2201,1,80073.65896,88162170,1101.355284,1213484.445,1101.5827,152,3982,
19_3,Week.15,15,2019-10-07,2019-10-10,Cache Slough LI,6,23,0,75601.55507,0,54601.12311,33420492,0,NA,NA,NA,NA,
19_3,Week.15,15,2019-10-07,2019-10-10,Sac DW Ship Channel,7,28,1,103665.0811,1,74869.22524,30411491,888.7089406,1741392.841,1319.618445,60,4116,
19_3,Week.15,15,2019-10-07,2019-10-10,Lower San Joaquin,3,12,0,35738.30219,0,25810.99603,122096565,0,NA,NA,NA,NA,
19_3,Week.15,15,2019-10-07,2019-10-10,Total,41,162,2,618260.9345,2,446521.786,NA,1990.064225,2954877.286,1718.97565,349,6506,Full
19_3,Week.16,16,2019-10-15,2019-10-18,Western Delta,4,16,0,71541.4183,0,51668.80211,190166275,0,NA,NA,NA,NA,
19_3,Week.16,16,2019-10-15,2019-10-18,Suisun Bay,6,23,0,96627.77281,0,69786.72481,285840678,0,NA,NA,NA,NA,
19_3,Week.16,16,2019-10-15,2019-10-18,Suisun Marsh,6,24,0,90952.90466,0,65688.20892,76278718,0,NA,NA,NA,NA,
19_3,Week.16,16,2019-10-15,2019-10-18,Lower Sacramento,6,24,0,98946.58325,0,71461.42123,88162170,0,NA,NA,NA,NA,
19_3,Week.16,16,2019-10-15,2019-10-18,Cache Slough LI,6,24,0,93657.2287,0,67641.33184,33420492,0,NA,NA,NA,NA,
19_3,Week.16,16,2019-10-15,2019-10-18,Sac DW Ship Channel,7,28,1,102596.0447,1,74097.14338,30411491,1215.058969,2988641.336,1728.768734,89,5492,
19_3,Week.16,16,2019-10-15,2019-10-18,Lower San Joaquin,3,12,0,47906.8056,0,34599.3596,122096565,0,NA,NA,NA,NA,
19_3,Week.16,16,2019-10-15,2019-10-18,Total,38,151,1,602228.758,1,434942.9919,NA,1215.058969,2988641.336,1728.768734,89,5492,Full
19_3,Week.17,17,2019-10-21,2019-10-25,Western Delta,4,16,0,69400.87421,0,50122.8536,190166275,0,NA,NA,NA,NA,
19_3,Week.17,17,2019-10-21,2019-10-25,Suisun Bay,6,22,2,92529.21948,2,66826.65851,285840678,8554.746828,36609038.67,6050.540361,2005,24336,
19_3,Week.17,17,2019-10-21,2019-10-25,Suisun Marsh,6,24,0,90595.36101,0,65429.98295,76278718,0,NA,NA,NA,NA,
19_3,Week.17,17,2019-10-21,2019-10-25,Lower Sacramento,7,28,0,108396.3845,0,78286.27768,88162170,0,NA,NA,NA,NA,
19_3,Week.17,17,2019-10-21,2019-10-25,Cache Slough LI,6,24,0,86668.55893,0,62593.95923,33420492,0,NA,NA,NA,NA,
19_3,Week.17,17,2019-10-21,2019-10-25,Sac DW Ship Channel,6,24,0,88554.90218,0,63956.31824,30411491,0,NA,NA,NA,NA,
19_3,Week.17,17,2019-10-21,2019-10-25,Lower San Joaquin,3,12,0,43218.9736,0,31213.70316,122096565,0,NA,NA,NA,NA,
19_3,Week.17,17,2019-10-21,2019-10-25,Total,38,150,2,579364.2739,2,418429.7534,NA,8554.746828,36609038.67,6050.540361,2005,24336,Full
19_3,Week.18,18,2019-10-28,2019-10-31,Western Delta,4,16,0,82956.19318,0,59912.80619,190166275,0,NA,NA,NA,NA,
19_3,Week.18,18,2019-10-28,2019-10-31,Suisun Bay,6,24,0,111135.7552,0,80264.7121,285840678,0,NA,NA,NA,NA,
19_3,Week.18,18,2019-10-28,2019-10-31,Suisun Marsh,5,18,0,68841.47509,0,49718.84312,76278718,0,NA,NA,NA,NA,
19_3,Week.18,18,2019-10-28,2019-10-31,Lower Sacramento,6,24,1,90044.72356,1,65032.30035,88162170,1355.874606,1839475.123,1356.272511,187,4903,
19_3,Week.18,18,2019-10-28,2019-10-31,Cache Slough LI,6,22,0,79352.7867,0,57310.34595,33420492,0,NA,NA,NA,NA,
19_3,Week.18,18,2019-10-28,2019-10-31,Sac DW Ship Channel,6,24,1,90943.806,1,65681.63766,30411491,463.0135122,214459.0076,463.0971902,64,1674,
19_3,Week.18,18,2019-10-28,2019-10-31,Lower San Joaquin,3,12,0,36974.9337,0,26704.11878,122096565,0,NA,NA,NA,NA,
19_3,Week.18,18,2019-10-28,2019-10-31,Total,36,140,2,560249.6734,2,404624.7642,NA,1818.888118,2053934.131,1433.155306,366,5578,Full
19_3,Week.19,19,2019-11-04,2019-11-07,Western Delta,4,16,0,70797.46241,0,51131.50063,190166275,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Suisun Bay,6,24,0,100835.7347,0,72825.80841,285840678,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Suisun Marsh,6,24,0,110529.1779,0,79826.62845,76278718,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Lower Sacramento,6,24,0,99082.38918,0,71559.5033,88162170,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Cache Slough LI,6,23,0,76828.75092,0,55487.43122,33420492,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Sac DW Ship Channel,6,24,0,85650.07062,0,61858.38433,30411491,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Lower San Joaquin,3,12,0,46742.17708,0,33758.239,122096565,0,NA,NA,NA,NA,
19_3,Week.19,19,2019-11-04,2019-11-07,Total,37,147,0,590465.7628,0,426447.4953,NA,0,0,NA,NA,NA,Full
19_3,Week.20,20,2019-11-12,2019-11-15,Western Delta,3,12,0,50072.28676,0,36163.31822,190166275,0,NA,NA,NA,NA,
19_3,Week.20,20,2019-11-12,2019-11-15,Suisun Bay,6,24,0,104791.2931,0,75682.60054,285840678,0,NA,NA,NA,NA,
19_3,Week.20,20,2019-11-12,2019-11-15,Suisun Marsh,6,24,0,95729.92599,0,69138.27989,76278718,0,NA,NA,NA,NA,
19_3,Week.20,20,2019-11-12,2019-11-15,Lower Sacramento,7,26,2,98216.33151,2,70934.0172,88162170,5055.918293,38307028.67,6189.267216,490,20869,
19_3,Week.20,20,2019-11-12,2019-11-15,Cache Slough LI,6,24,0,83621.06936,0,60392.99454,33420492,0,NA,NA,NA,NA,
19_3,Week.20,20,2019-11-12,2019-11-15,Sac DW Ship Channel,6,24,0,84151.48756,0,60776.07435,30411491,0,NA,NA,NA,NA,
19_3,Week.20,20,2019-11-12,2019-11-15,Lower San Joaquin,3,12,0,46478.65292,0,33567.91599,122096565,0,NA,NA,NA,NA,
19_3,Week.20,20,2019-11-12,2019-11-15,Total,37,146,2,563061.0472,2,406655.2007,NA,5055.918293,38307028.67,6189.267216,490,20869,Full
19_3,Week.21,21,2019-11-18,2019-11-22,Western Delta,3,12,0,53798.01968,0,38854.12532,190166275,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Suisun Bay,6,22,0,91939.26684,0,66400.5816,285840678,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Suisun Marsh,6,22,0,85044.50422,0,61421.03083,76278718,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Lower Sacramento,6,24,0,104662.5639,0,75589.62946,88162170,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Cache Slough LI,6,22,0,74337.06594,0,53687.88096,33420492,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Sac DW Ship Channel,6,24,0,84357.38687,0,60924.77941,30411491,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Lower San Joaquin,3,12,0,49312.71712,0,35614.74014,122096565,0,NA,NA,NA,NA,
19_3,Week.21,21,2019-11-18,2019-11-22,Total,36,138,0,543451.5245,0,392492.7677,NA,0,0,NA,NA,NA,Full
19_3,Week.22,22,2019-11-25,2019-11-29,Western Delta,3,12,0,58661.42212,0,42366.58265,190166275,0,NA,NA,NA,NA,
19_3,Week.22,22,2019-11-25,2019-11-29,Suisun Bay,7,28,0,120588.5893,0,87091.75896,285840678,0,NA,NA,NA,NA,
19_3,Week.22,22,2019-11-25,2019-11-29,Suisun Marsh,6,22,1,85749.14492,1,61929.938,76278718,1614.987971,7959341.046,2821.230413,79,8151,
19_3,Week.22,22,2019-11-25,2019-11-29,Lower Sacramento,6,24,0,106307.0625,0,76777.3229,88162170,0,NA,NA,NA,NA,
19_3,Week.22,22,2019-11-25,2019-11-29,Cache Slough LI,6,24,0,90779.35614,0,65562.86832,33420492,0,NA,NA,NA,NA,
19_3,Week.22,22,2019-11-25,2019-11-29,Sac DW Ship Channel,6,24,0,85480.90293,0,61736.20767,30411491,0,NA,NA,NA,NA,
19_3,Week.22,22,2019-11-25,2019-11-29,Lower San Joaquin,3,12,0,45268.1941,0,32693.69574,122096565,0,NA,NA,NA,NA,
19_3,Week.22,22,2019-11-25,2019-11-29,Total,37,146,1,592834.672,1,428158.3742,NA,1614.987971,7959341.046,2821.230413,79,8151,Full
20_1,Week.1,1,2019-12-02,2019-12-05,Western Delta,3,12,0,53278.94672,0,38479.2393,190166275,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Suisun Bay,6,24,1,87100.80146,1,62906.13439,285840678,4543.979297,20658278.32,4545.137876,628,16431,
20_1,Week.1,1,2019-12-02,2019-12-05,Suisun Marsh,3,12,0,45926.33053,0,33169.0165,76278718,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Lower Sacramento,7,28,0,126882.8404,0,91637.60693,88162170,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Cache Slough LI,3,12,0,55634.26413,0,40180.30187,33420492,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Sac DW Ship Channel,3,12,0,55185.0599,0,39855.87659,30411491,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Lower San Joaquin,6,24,0,89568.22335,0,64688.16131,122096565,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Southern Delta,5,20,0,75062.26287,0,54211.63429,136731814,0,NA,NA,NA,NA,
20_1,Week.1,1,2019-12-02,2019-12-05,Total,36,144,1,588638.7293,1,425127.9712,NA,4543.979297,20658278.32,4545.137876,628,16431,Full
20_1,Week.2,2,2019-12-09,2019-12-12,Western Delta,3,12,0,55007.80452,0,39727.85882,190166275,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Suisun Bay,7,28,0,105186.5793,0,75968.08505,285840678,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Suisun Marsh,3,12,0,47973.19212,0,34647.30542,76278718,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Lower Sacramento,7,28,0,107902.0239,0,77929.23951,88162170,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Cache Slough LI,3,12,0,44310.81284,0,32002.25372,33420492,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Sac DW Ship Channel,3,10,1,38969.00059,1,28144.2782,30411491,1522.459523,6023655.397,2454.31363,87,7374,
20_1,Week.2,2,2019-12-09,2019-12-12,Lower San Joaquin,7,28,0,96192.38506,0,69472.2781,122096565,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Southern Delta,5,19,0,69617.55712,0,50279.34681,136731814,0,NA,NA,NA,NA,
20_1,Week.2,2,2019-12-09,2019-12-12,Total,38,149,1,565159.3555,1,408170.6456,NA,1522.459523,6023655.397,2454.31363,87,7374,Full
20_1,Week.3,3,2019-12-16,2019-12-19,Western Delta,3,12,0,46021.36099,0,33237.6496,190166275,0,NA,NA,NA,NA,
20_1,Week.3,3,2019-12-16,2019-12-19,Suisun Bay,6,24,0,113507.4727,0,81977.61916,285840678,0,NA,NA,NA,NA,
20_1,Week.3,3,2019-12-16,2019-12-19,Suisun Marsh,3,12,1,49693.17592,1,35889.51594,76278718,2830.129574,17129472.91,4138.77674,196,12995,
20_1,Week.3,3,2019-12-16,2019-12-19,Lower Sacramento,6,24,0,86279.22613,0,62312.77443,88162170,0,NA,NA,NA,NA,
20_1,Week.3,3,2019-12-16,2019-12-19,Cache Slough LI,3,12,0,41896.63497,0,30258.68081,33420492,0,NA,NA,NA,NA,
20_1,Week.3,3,2019-12-16,2019-12-19,Sac DW Ship Channel,3,12,2,43825.55096,2,31651.7868,30411491,3661.953529,11889686.87,3448.142524,559,12707,
20_1,Week.3,3,2019-12-16,2019-12-19,Lower San Joaquin,6,24,0,97303.0956,0,70274.45793,122096565,0,NA,NA,NA,NA,
20_1,Week.3,3,2019-12-16,2019-12-19,Southern Delta,6,23,0,80856.98621,0,58396.71227,136731814,0,NA,NA,NA,NA,
20_1,Week.3,3,2019-12-16,2019-12-19,Total,36,143,3,559383.5034,3,403999.1969,NA,6492.083103,29019159.77,5386.943454,1209,20640,Full
20_1,Week.4,4,2019-12-23,2019-12-27,Western Delta,3,12,0,58437.66248,0,42204.97846,190166275,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Suisun Bay,6,24,0,109293.782,0,78934.3981,285840678,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Suisun Marsh,3,12,0,49064.35739,0,35435.36923,76278718,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Lower Sacramento,6,22,3,85824.29311,3,61984.21169,88162170,7383.9983,100571410.5,10028.52983,590,32479,
20_1,Week.4,4,2019-12-23,2019-12-27,Cache Slough LI,3,12,0,44592.19734,0,32205.47586,33420492,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Sac DW Ship Channel,3,12,0,44477.62162,0,32122.72672,30411491,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Lower San Joaquin,6,24,0,99751.98318,0,72043.09896,122096565,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Southern Delta,5,20,0,73558.625,0,53125.67361,136731814,0,NA,NA,NA,NA,
20_1,Week.4,4,2019-12-23,2019-12-27,Total,35,138,3,565000.5221,3,408055.9326,NA,7383.9983,100571410.5,10028.52983,590,32479,Full
20_1,Week.5,5,2019-12-30,2020-01-03,Western Delta,3,12,0,51305.99771,0,37054.33168,190166275,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Suisun Bay,6,24,0,93193.53401,0,67306.44123,285840678,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Suisun Marsh,3,12,0,48288.27536,0,34874.86554,76278718,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Lower Sacramento,6,24,0,88987.93101,0,64269.06129,88162170,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Cache Slough LI,3,12,0,46649.16855,0,33691.06618,33420492,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Sac DW Ship Channel,3,12,0,40894.77137,0,29535.11265,30411491,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Lower San Joaquin,6,22,0,86823.7978,0,62706.07619,122096565,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Southern Delta,5,19,0,69005.25098,0,49837.12571,136731814,0,NA,NA,NA,NA,
20_1,Week.5,5,2019-12-30,2020-01-03,Total,35,137,0,525148.7268,0,379274.0805,NA,0,0,NA,NA,NA,Full
20_1,Week.6,6,2020-01-06,2020-01-10,Western Delta,3,12,0,54314.95838,0,39227.46994,190166275,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Suisun Bay,6,24,0,93017.28959,0,67179.15359,285840678,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Suisun Marsh,3,12,0,48789.37566,0,35236.77131,76278718,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Lower Sacramento,6,22,0,78921.89212,0,56999.14431,88162170,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Cache Slough LI,3,12,0,42126.79737,0,30424.90921,33420492,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Sac DW Ship Channel,3,12,0,42209.0223,0,30484.29389,30411491,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Lower San Joaquin,6,24,0,102410.8139,0,73963.36561,122096565,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Southern Delta,5,19,0,71265.76259,0,51469.71743,136731814,0,NA,NA,NA,NA,
20_1,Week.6,6,2020-01-06,2020-01-10,Total,35,137,0,533055.9119,0,384984.8253,NA,0,0,NA,NA,NA,Full
20_1,Week.7,7,2020-01-13,2020-01-16,Western Delta,3,12,0,53208.96567,0,38428.69743,190166275,0,NA,NA,NA,NA,
20_1,Week.7,7,2020-01-13,2020-01-16,Suisun Bay,7,28,0,131270.0796,0,94806.16859,285840678,0,NA,NA,NA,NA,
